postal_code,Mexican,Chinese,Italian,Cafe,Fastfood,Mexican_stars,Chinese_stars,Italian_stars,Cafe_stars,Fastfood_stars,Mexican_review_count,Chinese_review_count,Italian__review_count,Cafe_review_count,Fastfood_review_count,Neighborhood Tiers
46113,5.0,3.0,1.0,5.0,5.0,2.8,3.5,3.0,2.6,2.6,78.0,85.0,29.0,68.0,142.0,Tier2
46122,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.8,0.0,3.0,0.0,0.0,19.0,0.0,50.0,Tier2
46123,13.0,14.0,14.0,21.0,16.0,3.1,3.2,3.5,3.4,3.6,644.0,944.0,950.0,1482.0,932.0,Tier2
46131,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,Tier2
46140,1.0,1.0,1.0,1.0,1.0,1.5,2.0,4.0,2.0,4.0,42.0,8.0,95.0,19.0,10.0,Tier2
46142,20.0,14.0,23.0,21.0,18.0,3.5,3.2,3.2,3.3,3.3,1581.0,858.0,1170.0,1091.0,1214.0,Tier2
46143,6.0,9.0,10.0,20.0,11.0,2.7,3.2,3.3,3.2,3.6,153.0,242.0,491.0,1267.0,777.0,Tier2
46158,5.0,12.0,5.0,7.0,3.0,3.6,3.4,3.1,2.4,3.3,74.0,407.0,361.0,296.0,142.0,Tier2
46163,1.0,2.0,2.0,3.0,0.0,3.0,3.0,2.2,4.0,0.0,12.0,64.0,33.0,169.0,0.0,Tier2
46168,13.0,16.0,18.0,22.0,20.0,3.3,3.1,3.0,3.1,3.0,830.0,521.0,1232.0,942.0,1043.0,Tier2
46184,3.0,2.0,4.0,1.0,3.0,3.2,4.0,2.0,4.0,3.2,46.0,33.0,51.0,39.0,56.0,Tier2
46201,14.0,14.0,7.0,4.0,6.0,3.2,4.0,3.0,3.2,4.0,521.0,903.0,174.0,192.0,303.0,Tier3
46202,32.0,14.0,20.0,18.0,19.0,4.0,3.7,3.9,3.4,3.9,4686.0,1823.0,2463.0,1843.0,1636.0,Tier1
46203,18.0,14.0,21.0,17.0,14.0,3.8,3.6,3.5,3.8,3.4,1619.0,1643.0,1776.0,3463.0,2160.0,Tier3
46204,41.0,29.0,35.0,36.0,38.0,3.7,3.9,3.8,3.8,3.7,6647.0,4473.0,10930.0,5862.0,7507.0,Tier1
46205,6.0,10.0,7.0,6.0,9.0,4.2,4.4,3.1,3.7,3.9,576.0,1936.0,1090.0,387.0,648.0,Tier2
46208,3.0,2.0,3.0,6.0,7.0,3.0,2.0,3.8,4.4,3.5,106.0,41.0,217.0,291.0,1026.0,Tier3
46214,5.0,9.0,2.0,1.0,4.0,4.1,3.6,3.0,3.5,2.4,200.0,472.0,44.0,18.0,59.0,Tier2
46216,3.0,2.0,3.0,4.0,3.0,4.0,3.8,3.5,3.6,3.2,344.0,205.0,122.0,633.0,222.0,Tier1
46217,6.0,4.0,14.0,3.0,5.0,3.4,4.0,3.4,3.0,3.0,432.0,132.0,769.0,32.0,76.0,Tier2
46218,9.0,5.0,5.0,6.0,5.0,3.3,3.4,3.4,2.7,3.1,147.0,49.0,57.0,208.0,105.0,Tier3
46219,18.0,17.0,10.0,16.0,14.0,3.3,3.7,3.4,2.7,3.2,1133.0,1446.0,507.0,1151.0,699.0,Tier3
46220,25.0,31.0,25.0,30.0,23.0,3.6,3.9,3.8,3.5,3.8,3648.0,7205.0,4527.0,4126.0,4126.0,Tier1
46221,4.0,7.0,5.0,4.0,1.0,2.9,3.0,3.9,3.2,3.0,84.0,170.0,82.0,121.0,5.0,Tier2
46222,7.0,12.0,11.0,12.0,11.0,3.7,3.8,4.0,2.9,4.2,540.0,385.0,1301.0,255.0,271.0,Tier3
46224,9.0,14.0,13.0,13.0,15.0,2.4,3.3,3.1,3.7,3.3,213.0,1123.0,859.0,526.0,1158.0,Tier3
46225,15.0,9.0,15.0,10.0,3.0,3.9,3.7,3.4,3.8,3.8,2815.0,748.0,4310.0,2544.0,182.0,Tier3
46226,9.0,9.0,11.0,12.0,14.0,3.2,3.3,3.4,2.6,3.1,196.0,534.0,783.0,268.0,367.0,Tier3
46227,26.0,36.0,15.0,19.0,27.0,3.2,3.0,3.8,3.4,3.1,2223.0,1591.0,830.0,869.0,1253.0,Tier2
46228,2.0,0.0,2.0,1.0,1.0,3.0,0.0,2.0,1.5,3.0,14.0,0.0,16.0,27.0,10.0,Tier2
46229,13.0,11.0,5.0,8.0,10.0,3.5,3.5,3.0,3.3,2.5,427.0,363.0,154.0,187.0,183.0,Tier2
46231,2.0,2.0,1.0,1.0,3.0,3.2,3.0,2.5,4.0,4.2,221.0,83.0,8.0,89.0,45.0,Tier2
46234,6.0,2.0,2.0,2.0,4.0,3.2,3.2,4.0,4.0,3.6,194.0,102.0,20.0,171.0,128.0,Tier2
46235,1.0,2.0,0.0,0.0,3.0,4.5,4.5,0.0,0.0,3.2,15.0,286.0,0.0,0.0,34.0,Tier2
46236,13.0,7.0,8.0,8.0,8.0,3.2,2.6,2.9,3.4,3.6,550.0,218.0,267.0,315.0,499.0,Tier1
46237,14.0,10.0,9.0,18.0,17.0,3.5,3.6,3.7,3.3,3.0,848.0,596.0,666.0,835.0,967.0,Tier2
46239,1.0,4.0,6.0,1.0,5.0,5.0,2.5,2.6,4.0,3.3,21.0,59.0,133.0,135.0,181.0,Tier2
46240,23.0,23.0,17.0,18.0,17.0,3.6,3.8,3.6,3.9,3.6,2989.0,4226.0,1624.0,4162.0,3374.0,Tier1
46241,8.0,17.0,11.0,13.0,18.0,3.6,3.6,3.0,3.0,3.2,903.0,797.0,408.0,590.0,647.0,Tier3
46250,21.0,26.0,20.0,20.0,33.0,3.4,3.5,3.2,3.4,3.6,1903.0,2043.0,1141.0,2507.0,4088.0,Tier1
46254,19.0,24.0,18.0,23.0,15.0,3.7,3.3,3.3,3.0,3.3,2435.0,1002.0,1480.0,1289.0,381.0,Tier2
46256,9.0,1.0,5.0,7.0,4.0,3.8,3.5,3.6,3.0,3.4,610.0,32.0,394.0,465.0,398.0,Tier1
46259,1.0,0.0,1.0,0.0,2.0,3.5,0.0,1.0,0.0,2.5,38.0,0.0,6.0,0.0,62.0,Tier1
46260,5.0,8.0,9.0,8.0,6.0,4.0,3.4,3.3,3.6,3.5,448.0,598.0,872.0,767.0,1051.0,Tier1
46268,15.0,23.0,28.0,21.0,19.0,3.5,3.5,3.2,3.3,3.4,1624.0,1690.0,1348.0,890.0,1468.0,Tier2
46278,5.0,7.0,1.0,7.0,2.0,3.3,3.9,3.5,3.1,3.8,300.0,616.0,21.0,340.0,99.0,Tier1
46280,0.0,2.0,1.0,2.0,1.0,0.0,4.2,4.0,3.8,3.0,0.0,327.0,42.0,241.0,17.0,Tier1
46290,1.0,1.0,0.0,0.0,0.0,5.0,3.5,0.0,0.0,0.0,12.0,302.0,0.0,0.0,0.0,Tier1
62002,13.0,13.0,15.0,9.0,13.0,3.7,3.1,3.2,3.6,3.6,326.0,414.0,404.0,500.0,679.0,Tier3
62010,2.0,0.0,2.0,2.0,0.0,2.8,0.0,2.5,4.5,0.0,25.0,0.0,15.0,34.0,0.0,Tier2
62018,0.0,2.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,Tier3
62024,3.0,1.0,1.0,1.0,3.0,3.8,3.0,2.0,2.0,3.8,46.0,5.0,7.0,10.0,48.0,Tier3
62025,15.0,15.0,20.0,15.0,24.0,3.5,3.1,3.3,3.7,3.6,1130.0,686.0,956.0,1117.0,1349.0,Tier1
62034,4.0,1.0,5.0,5.0,1.0,2.9,3.0,2.5,3.2,2.0,38.0,28.0,185.0,194.0,8.0,Tier1
62035,4.0,1.0,3.0,2.0,4.0,3.2,4.5,3.3,3.0,3.5,132.0,23.0,73.0,27.0,59.0,Tier2
62040,4.0,11.0,10.0,10.0,8.0,4.1,3.1,3.0,3.2,3.4,66.0,163.0,148.0,174.0,165.0,Tier3
62060,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,33.0,0.0,0.0,Tier3
62062,2.0,1.0,2.0,5.0,1.0,3.0,2.5,3.8,3.9,3.5,143.0,19.0,91.0,68.0,58.0,Tier1
62095,2.0,7.0,3.0,3.0,5.0,4.0,3.1,3.3,3.7,2.8,77.0,79.0,47.0,99.0,42.0,Tier3
62201,1.0,1.0,1.0,2.0,1.0,4.0,4.0,2.5,4.5,4.0,14.0,5.0,13.0,53.0,71.0,Tier3
62206,2.0,1.0,4.0,3.0,3.0,3.2,4.5,2.1,2.7,3.2,14.0,89.0,38.0,24.0,24.0,Tier3
62208,9.0,9.0,6.0,17.0,14.0,2.7,3.0,3.7,3.0,3.4,373.0,550.0,854.0,807.0,1061.0,Tier2
62220,9.0,5.0,5.0,4.0,7.0,3.6,3.6,3.9,3.4,3.1,864.0,638.0,292.0,275.0,287.0,Tier2
62221,8.0,3.0,9.0,8.0,3.0,3.2,3.0,2.9,3.2,3.5,253.0,72.0,247.0,307.0,71.0,Tier1
62223,2.0,3.0,1.0,2.0,6.0,1.5,2.8,4.0,4.0,3.4,24.0,53.0,77.0,115.0,364.0,Tier2
62226,9.0,4.0,10.0,5.0,12.0,3.0,3.6,3.0,2.2,2.6,319.0,114.0,215.0,66.0,297.0,Tier2
62232,2.0,5.0,1.0,1.0,1.0,2.8,2.4,4.5,3.0,4.5,10.0,197.0,5.0,11.0,38.0,Tier3
62234,12.0,13.0,14.0,7.0,13.0,2.9,3.1,3.1,3.8,2.8,351.0,287.0,544.0,243.0,666.0,Tier2
62236,3.0,2.0,6.0,7.0,3.0,3.7,2.5,3.7,3.1,3.0,85.0,22.0,137.0,298.0,70.0,Tier2
62239,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,21.0,Tier3
62243,3.0,1.0,0.0,0.0,1.0,3.8,4.0,0.0,0.0,4.5,101.0,20.0,0.0,0.0,9.0,Tier1
62254,3.0,2.0,2.0,1.0,2.0,3.8,3.2,3.2,4.5,4.0,21.0,43.0,19.0,26.0,60.0,Tier2
62258,0.0,1.0,0.0,1.0,3.0,0.0,3.5,0.0,4.0,2.7,0.0,51.0,0.0,23.0,70.0,Tier1
62260,1.0,3.0,1.0,2.0,1.0,3.5,4.2,3.0,2.5,4.0,34.0,52.0,13.0,13.0,16.0,Tier1
62269,12.0,15.0,16.0,15.0,19.0,3.3,3.0,3.0,3.5,3.1,738.0,724.0,940.0,1526.0,1013.0,Tier1
62285,1.0,3.0,1.0,0.0,0.0,5.0,4.3,3.5,0.0,0.0,13.0,27.0,17.0,0.0,0.0,Tier1
62294,4.0,2.0,2.0,6.0,6.0,3.0,3.0,3.2,2.9,2.9,270.0,80.0,47.0,130.0,130.0,Tier1
62298,5.0,5.0,8.0,3.0,4.0,3.9,3.6,3.7,3.7,3.8,114.0,89.0,185.0,104.0,204.0,Tier2
62558,1.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,Tier2
63010,12.0,20.0,17.0,16.0,9.0,3.3,3.1,3.0,3.0,3.1,321.0,659.0,696.0,624.0,297.0,Tier2
63011,7.0,11.0,13.0,10.0,13.0,3.5,3.8,3.4,3.2,3.5,503.0,792.0,1471.0,624.0,1026.0,Tier1
63017,12.0,14.0,9.0,11.0,10.0,3.7,3.7,3.4,3.5,3.4,1174.0,1349.0,952.0,994.0,652.0,Tier1
63021,6.0,2.0,7.0,6.0,3.0,3.7,2.2,3.4,3.1,3.5,454.0,35.0,349.0,222.0,107.0,Tier2
63026,8.0,20.0,10.0,12.0,17.0,3.2,3.1,2.6,3.2,3.3,416.0,744.0,326.0,482.0,662.0,Tier2
63031,11.0,9.0,11.0,21.0,10.0,3.2,3.8,3.0,3.4,3.3,487.0,737.0,235.0,655.0,524.0,Tier3
63033,14.0,11.0,8.0,17.0,12.0,3.2,2.6,2.9,2.6,2.9,303.0,273.0,150.0,357.0,239.0,Tier3
63034,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.5,2.5,2.0,0.0,0.0,8.0,19.0,41.0,Tier2
63042,3.0,8.0,6.0,4.0,5.0,4.3,3.3,3.1,2.4,2.5,134.0,236.0,109.0,90.0,67.0,Tier3
63043,11.0,15.0,7.0,14.0,11.0,3.1,3.4,3.3,3.0,3.3,578.0,1362.0,553.0,884.0,574.0,Tier2
63044,10.0,14.0,6.0,6.0,12.0,3.0,3.2,2.8,3.2,3.1,362.0,433.0,95.0,205.0,390.0,Tier2
63049,4.0,2.0,7.0,3.0,4.0,3.1,3.0,3.4,3.3,4.4,131.0,23.0,157.0,52.0,494.0,Tier2
63052,1.0,5.0,0.0,4.0,3.0,4.0,3.0,0.0,3.1,3.2,5.0,173.0,0.0,126.0,52.0,Tier2
63074,5.0,7.0,12.0,6.0,6.0,3.5,3.4,3.3,3.0,3.1,590.0,426.0,508.0,124.0,91.0,Tier3
63080,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,Tier2
63088,6.0,2.0,3.0,3.0,6.0,3.4,2.2,2.8,3.7,3.7,169.0,60.0,479.0,125.0,286.0,Tier2
63101,10.0,11.0,11.0,6.0,9.0,3.4,3.9,3.7,3.7,3.7,1276.0,2437.0,2664.0,2428.0,1045.0,Tier1
63102,6.0,10.0,10.0,9.0,11.0,3.4,3.6,3.2,3.4,3.2,812.0,3016.0,1326.0,893.0,1512.0,Tier2
63103,11.0,14.0,17.0,18.0,16.0,4.0,3.9,3.6,3.4,3.9,2095.0,2963.0,1247.0,2762.0,5147.0,Tier2
63104,17.0,17.0,13.0,21.0,18.0,3.5,3.7,3.9,4.0,3.9,2139.0,2908.0,3504.0,4985.0,3816.0,Tier1
63105,11.0,20.0,13.0,16.0,13.0,4.0,3.8,3.8,3.7,3.7,992.0,3528.0,2007.0,1703.0,2181.0,Tier1
63106,1.0,0.0,3.0,2.0,1.0,3.5,0.0,2.8,2.5,4.5,12.0,0.0,72.0,13.0,558.0,Tier3
63108,18.0,18.0,24.0,18.0,18.0,3.4,3.3,3.5,3.6,3.5,1738.0,2509.0,5324.0,2427.0,2126.0,Tier1
63109,13.0,9.0,18.0,23.0,13.0,4.1,3.3,3.7,3.5,3.9,1497.0,679.0,2048.0,1798.0,1436.0,Tier1
63110,14.0,19.0,24.0,23.0,15.0,4.3,4.0,4.0,4.0,4.3,2452.0,3410.0,3880.0,4223.0,2376.0,Tier1
63111,4.0,4.0,4.0,0.0,8.0,4.0,3.1,2.4,0.0,4.2,323.0,124.0,776.0,0.0,212.0,Tier3
63112,6.0,3.0,4.0,3.0,5.0,3.6,4.2,3.9,4.0,3.7,554.0,55.0,1383.0,415.0,432.0,Tier2
63114,7.0,8.0,9.0,10.0,8.0,3.4,2.9,3.6,4.4,2.6,223.0,175.0,362.0,329.0,162.0,Tier3
63116,10.0,8.0,24.0,15.0,12.0,3.4,3.8,4.0,3.7,3.8,396.0,395.0,2002.0,1002.0,1104.0,Tier2
63117,7.0,6.0,6.0,10.0,9.0,3.9,3.6,3.2,3.6,3.5,1112.0,311.0,521.0,1607.0,1156.0,Tier2
63118,17.0,22.0,17.0,17.0,19.0,4.1,4.0,3.6,3.8,3.9,2439.0,2473.0,2468.0,1194.0,5293.0,Tier2
63119,18.0,17.0,17.0,15.0,14.0,3.7,3.6,3.2,3.2,3.4,2918.0,2542.0,1171.0,1481.0,826.0,Tier2
63121,1.0,8.0,3.0,3.0,3.0,1.5,3.2,2.3,2.7,3.2,9.0,139.0,22.0,65.0,56.0,Tier3
63122,16.0,21.0,20.0,14.0,19.0,4.2,3.8,3.4,3.7,3.7,1300.0,2663.0,980.0,1162.0,1766.0,Tier1
63123,13.0,14.0,13.0,12.0,10.0,3.4,3.3,3.2,3.0,2.7,954.0,688.0,637.0,422.0,345.0,Tier3
63124,2.0,2.0,2.0,2.0,7.0,4.0,3.5,4.2,3.5,3.9,391.0,188.0,314.0,100.0,1113.0,Tier1
63125,12.0,9.0,6.0,16.0,9.0,3.0,2.6,3.2,3.4,3.4,358.0,238.0,282.0,832.0,628.0,Tier3
63126,3.0,2.0,5.0,5.0,6.0,3.2,3.0,3.4,3.7,3.1,277.0,153.0,407.0,609.0,607.0,Tier2
63127,4.0,7.0,6.0,3.0,3.0,2.1,3.4,3.2,3.3,3.3,150.0,790.0,358.0,616.0,183.0,Tier1
63128,11.0,6.0,5.0,10.0,7.0,3.6,2.9,3.8,3.6,2.9,687.0,279.0,269.0,332.0,500.0,Tier2
63129,9.0,14.0,13.0,17.0,9.0,2.9,3.0,3.3,3.1,3.4,328.0,356.0,486.0,940.0,297.0,Tier2
63130,12.0,16.0,13.0,16.0,16.0,3.7,3.4,3.3,3.7,4.1,1944.0,3561.0,2199.0,2195.0,2580.0,Tier2
63131,7.0,13.0,8.0,16.0,21.0,3.6,3.1,3.6,3.5,3.5,919.0,1381.0,1093.0,801.0,2009.0,Tier1
63132,15.0,10.0,11.0,8.0,9.0,3.3,3.8,2.9,4.1,3.2,2929.0,1171.0,465.0,622.0,814.0,Tier2
63133,1.0,0.0,2.0,1.0,1.0,1.0,0.0,4.0,4.5,4.5,27.0,0.0,29.0,7.0,16.0,Tier3
63134,4.0,3.0,7.0,3.0,3.0,2.6,3.0,2.6,3.5,2.2,217.0,87.0,267.0,210.0,107.0,Tier3
63135,5.0,2.0,4.0,4.0,5.0,3.5,4.2,2.9,3.4,3.6,274.0,47.0,259.0,72.0,163.0,Tier3
63136,7.0,8.0,8.0,6.0,7.0,2.4,2.4,2.8,2.6,3.0,143.0,94.0,67.0,71.0,144.0,Tier3
63137,1.0,0.0,1.0,2.0,1.0,2.5,0.0,2.5,3.5,2.0,7.0,0.0,7.0,22.0,8.0,Tier3
63138,1.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,3.5,2.0,9.0,0.0,0.0,8.0,39.0,Tier3
63139,20.0,8.0,12.0,11.0,13.0,3.4,3.4,3.7,3.4,3.7,2009.0,1079.0,2490.0,1223.0,1059.0,Tier2
63141,18.0,13.0,15.0,19.0,17.0,3.3,3.8,3.6,3.2,3.3,1911.0,1063.0,1817.0,1683.0,2292.0,Tier1
63143,7.0,12.0,13.0,11.0,5.0,3.4,3.5,3.7,3.6,3.4,1055.0,1464.0,1685.0,1880.0,596.0,Tier2
63144,3.0,7.0,9.0,10.0,6.0,3.3,3.6,3.2,3.5,3.6,75.0,1551.0,884.0,1255.0,265.0,Tier2
63146,3.0,2.0,6.0,6.0,6.0,3.2,4.0,3.3,3.3,3.3,485.0,91.0,1120.0,446.0,373.0,Tier2
63147,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.2,4.0,0.0,9.0,0.0,34.0,16.0,Tier3
63301,19.0,22.0,26.0,19.0,16.0,3.4,3.4,3.5,3.3,3.3,1150.0,1686.0,1817.0,1218.0,1411.0,Tier2
63303,13.0,10.0,20.0,4.0,9.0,3.3,3.2,3.1,3.8,2.9,783.0,1056.0,2217.0,762.0,1368.0,Tier2
70001,14.0,8.0,17.0,14.0,13.0,3.2,3.3,3.4,3.5,3.1,2291.0,642.0,888.0,1888.0,555.0,Tier1
70002,23.0,20.0,25.0,24.0,21.0,3.3,3.7,3.1,3.5,3.6,3121.0,3583.0,2288.0,2162.0,1976.0,Tier1
70003,6.0,13.0,4.0,9.0,12.0,3.2,3.3,2.1,2.9,3.0,386.0,608.0,296.0,351.0,681.0,Tier2
70006,7.0,10.0,12.0,17.0,15.0,3.6,3.4,3.2,3.8,3.3,683.0,1196.0,958.0,1826.0,1744.0,Tier1
70032,1.0,2.0,3.0,0.0,2.0,4.0,4.5,3.2,0.0,4.5,18.0,91.0,102.0,0.0,121.0,Tier2
70037,8.0,1.0,2.0,4.0,5.0,3.6,4.0,2.5,3.4,3.5,456.0,69.0,118.0,95.0,314.0,Tier2
70043,14.0,4.0,12.0,4.0,8.0,2.9,3.4,3.5,3.5,3.5,396.0,138.0,430.0,99.0,412.0,Tier2
70056,12.0,18.0,11.0,11.0,11.0,3.1,3.4,4.0,3.6,3.5,434.0,1119.0,552.0,390.0,523.0,Tier2
70058,18.0,15.0,21.0,9.0,21.0,3.3,3.1,3.1,3.3,3.5,1193.0,339.0,917.0,506.0,1329.0,Tier2
70062,16.0,17.0,13.0,16.0,14.0,3.7,3.0,3.2,2.7,3.3,888.0,583.0,510.0,584.0,817.0,Tier2
70065,19.0,18.0,14.0,15.0,13.0,3.6,3.4,3.0,3.5,2.8,1643.0,1864.0,650.0,527.0,427.0,Tier2
70070,0.0,2.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,Tier2
70072,7.0,11.0,11.0,15.0,16.0,3.3,3.2,3.5,3.1,3.1,398.0,314.0,310.0,572.0,286.0,Tier2
70075,1.0,1.0,0.0,1.0,1.0,1.0,4.5,0.0,2.0,3.0,5.0,74.0,0.0,6.0,13.0,Tier1
70085,0.0,1.0,1.0,0.0,0.0,0.0,4.5,5.0,0.0,0.0,0.0,15.0,17.0,0.0,0.0,Tier2
70087,1.0,2.0,0.0,1.0,0.0,2.5,4.2,0.0,1.5,0.0,18.0,146.0,0.0,11.0,0.0,Tier2
70092,1.0,1.0,1.0,0.0,1.0,3.5,3.5,4.0,0.0,2.5,16.0,6.0,71.0,0.0,6.0,Tier2
70094,3.0,5.0,4.0,10.0,2.0,3.7,3.6,3.1,3.0,1.5,117.0,95.0,79.0,376.0,22.0,Tier3
70112,19.0,17.0,20.0,33.0,20.0,3.7,4.1,3.9,3.8,3.8,8134.0,3564.0,4751.0,8549.0,2547.0,Tier1
70113,9.0,3.0,11.0,6.0,4.0,3.7,3.7,3.9,4.1,4.5,1543.0,303.0,1649.0,641.0,2648.0,Tier2
70114,5.0,2.0,3.0,10.0,7.0,3.3,4.2,3.2,3.0,3.4,295.0,67.0,116.0,358.0,354.0,Tier3
70115,30.0,31.0,36.0,32.0,25.0,4.0,4.0,4.0,3.8,4.0,7670.0,6036.0,10962.0,8880.0,4287.0,Tier1
70116,28.0,22.0,31.0,26.0,20.0,4.0,4.1,3.9,3.9,4.0,17049.0,7902.0,10611.0,13415.0,6995.0,Tier1
70117,23.0,12.0,13.0,23.0,12.0,4.2,4.2,4.4,3.8,4.0,3998.0,2759.0,2169.0,2774.0,1271.0,Tier3
70118,22.0,16.0,13.0,23.0,17.0,3.6,3.9,3.9,3.7,3.9,2241.0,2731.0,2401.0,2729.0,5745.0,Tier1
70119,33.0,22.0,27.0,30.0,30.0,3.7,3.8,4.0,3.8,4.0,4488.0,5641.0,5096.0,6446.0,8705.0,Tier2
70121,7.0,5.0,6.0,8.0,11.0,3.3,3.9,3.5,3.6,3.1,428.0,662.0,675.0,386.0,477.0,Tier2
70122,3.0,6.0,7.0,9.0,11.0,3.5,3.2,3.4,3.3,3.0,253.0,141.0,357.0,324.0,333.0,Tier2
70123,17.0,15.0,12.0,12.0,14.0,3.7,3.4,3.3,3.8,3.3,1284.0,929.0,776.0,797.0,974.0,Tier1
70124,8.0,5.0,11.0,11.0,15.0,3.6,3.8,3.8,3.7,3.6,1196.0,440.0,1748.0,1502.0,871.0,Tier1
70125,10.0,5.0,5.0,8.0,10.0,3.0,3.8,4.0,3.9,3.4,779.0,168.0,545.0,948.0,447.0,Tier1
70126,4.0,8.0,4.0,6.0,5.0,2.9,3.2,2.4,3.4,2.9,123.0,175.0,88.0,250.0,161.0,Tier3
70127,5.0,5.0,5.0,5.0,3.0,3.7,3.6,3.4,4.2,3.3,61.0,104.0,138.0,309.0,95.0,Tier3
70128,6.0,6.0,3.0,3.0,3.0,3.3,2.9,2.3,3.2,2.0,349.0,118.0,74.0,76.0,35.0,Tier3
70129,0.0,3.0,2.0,0.0,0.0,0.0,4.0,3.8,0.0,0.0,0.0,492.0,59.0,0.0,0.0,Tier3
70130,64.0,76.0,70.0,85.0,66.0,3.7,3.8,3.8,3.8,3.6,44897.0,35056.0,31144.0,31298.0,34536.0,Tier1
70131,1.0,3.0,2.0,5.0,2.0,4.5,2.5,2.8,3.6,4.2,79.0,137.0,139.0,95.0,78.0,Tier3
83616,13.0,11.0,8.0,15.0,15.0,3.9,3.5,3.6,3.7,3.5,812.0,651.0,600.0,1913.0,1117.0,Tier1
83634,1.0,0.0,1.0,0.0,0.0,2.5,0.0,3.5,0.0,0.0,20.0,0.0,7.0,0.0,0.0,Tier2
83642,36.0,26.0,32.0,28.0,33.0,3.2,3.3,3.5,3.6,3.4,3164.0,2283.0,2862.0,2590.0,1612.0,Tier2
83646,19.0,10.0,24.0,14.0,15.0,3.4,3.7,3.6,3.4,3.6,1289.0,865.0,2884.0,1358.0,2132.0,Tier2
83702,38.0,34.0,34.0,34.0,33.0,4.0,3.9,3.8,3.9,3.9,3122.0,5783.0,4287.0,7129.0,5316.0,Tier1
83703,5.0,1.0,1.0,7.0,6.0,3.6,4.0,4.5,3.0,3.8,518.0,34.0,23.0,200.0,323.0,Tier2
83704,20.0,15.0,20.0,14.0,15.0,3.4,3.2,3.2,3.5,3.9,1441.0,937.0,1360.0,842.0,1549.0,Tier2
83705,12.0,11.0,19.0,18.0,17.0,3.8,3.2,3.1,3.6,3.4,972.0,632.0,1112.0,1270.0,1059.0,Tier2
83706,20.0,8.0,17.0,16.0,24.0,3.5,3.9,3.5,3.6,3.4,1984.0,605.0,2131.0,1298.0,1905.0,Tier2
83709,18.0,16.0,19.0,18.0,18.0,3.6,3.3,3.6,3.8,3.0,1253.0,674.0,1780.0,1097.0,1738.0,Tier2
83712,0.0,2.0,0.0,2.0,0.0,0.0,3.5,0.0,3.2,0.0,0.0,221.0,0.0,94.0,0.0,Tier1
83713,5.0,6.0,8.0,4.0,4.0,3.5,3.7,3.2,3.9,3.6,121.0,515.0,137.0,90.0,283.0,Tier2
83714,17.0,10.0,15.0,8.0,11.0,3.2,3.5,3.8,3.1,3.3,799.0,468.0,1000.0,370.0,611.0,Tier2
83716,4.0,3.0,1.0,6.0,1.0,3.8,3.5,3.0,3.8,4.0,95.0,50.0,99.0,135.0,23.0,Tier2
85614,5.0,6.0,6.0,3.0,8.0,3.1,3.2,3.0,3.0,3.4,395.0,234.0,178.0,134.0,423.0,Tier2
85619,1.0,1.0,0.0,0.0,1.0,3.0,3.5,0.0,0.0,3.0,172.0,149.0,0.0,0.0,213.0,Tier2
85629,4.0,1.0,1.0,1.0,1.0,1.9,2.5,5.0,4.5,3.0,163.0,15.0,25.0,37.0,250.0,Tier2
85641,1.0,2.0,6.0,3.0,4.0,3.5,2.8,3.8,3.5,4.2,119.0,43.0,204.0,278.0,211.0,Tier2
85653,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,38.0,Tier2
85658,3.0,2.0,1.0,3.0,3.0,4.2,3.8,4.0,3.5,3.5,327.0,28.0,95.0,240.0,36.0,Tier1
85701,14.0,9.0,27.0,11.0,17.0,4.1,3.8,4.0,3.9,4.1,3020.0,1006.0,7244.0,1422.0,3333.0,Tier1
85704,19.0,17.0,19.0,18.0,25.0,3.6,3.3,3.3,3.2,3.6,3455.0,2995.0,1437.0,2647.0,5468.0,Tier1
85705,36.0,27.0,30.0,33.0,32.0,3.5,3.6,3.6,3.7,3.7,4445.0,1775.0,3060.0,2659.0,4018.0,Tier3
85706,18.0,15.0,13.0,20.0,14.0,3.4,3.5,3.3,3.3,3.6,997.0,1438.0,762.0,1240.0,711.0,Tier3
85710,21.0,18.0,27.0,17.0,15.0,3.4,3.4,3.3,3.5,3.1,1660.0,2250.0,3586.0,1129.0,1931.0,Tier2
